Workbook,Date,0,1,2,3,4,5
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,(tỷ giá Đô Canada),17423,17627,18228,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,GBP,30503,30754,31658,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,(tỷ giá Bảng Anh),30503,30754,31658,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,CHF,24385,24646,25249,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,(tỷ giá Franc Thụy Sĩ),24385,24646,25249,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,SGD,16432,16521,17122,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,(tỷ giá Đô Singapore),16432,16521,17122,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,EUR,26220,26433,27435,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,(tỷ giá Euro),26220,26433,27435,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,CNY,-,3454,3584,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,(tỷ giá Nhân dân tệ Trung Quốc),-,3454,3584,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,HKD,-,2800,3000,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,(tỷ giá Đô Hồng Kông),-,2800,3000,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,THB,657,664,714,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,(tỷ giá Bat Thái Lan),657,664,714,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,MYR,-,5323,5475,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,(tỷ giá tiền Malaysia),-,5323,5475,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,KRW,-,,23.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,( tỷ giá Won Korean),-,,23.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,,23177,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,TỶ GIÁ SÀN/TRẦN USDVND,TỶ GIÁ SÀN/TRẦN USDVND,22482,23872,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,Tỷ giá kỳ hạn USD,,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,Kỳ hạn (ngày),,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,3,,22725,22927,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,7,,22726,22936,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,30,,22730,22991,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,90,,22739,23132,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,180,,22753,23344,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,360,,22782,23780,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,,Tham chiếu,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,Tỷ giá vàng,5635000,,5767000,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,23-Aug-21,3 tháng,6 tháng,12 tháng,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,LIBOR USD (%năm):,0.12838,0.15263,0.23663,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,LIBOR EUR (%năm):,-0.55843,-0.54629,-0.50314,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,Tỷ giá được cập nhật lúc 23/08/2021 01:45 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 23/08/2021 01:45 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 23/08/2021 01:45 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 23/08/2021 01:45 PM và chỉ mang tính chất tham khảo.,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210823.csv,23/08/2021,(Nguồn từ Bloomberg),,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,Loại tiền,Tỷ giá mua,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,,Tiền mặt/séc,Chuyển khoản,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,"USD, (1,2)",22470,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,(tỷ giá Đô la Mỹ),22470,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,"USD, (5,10,20)",22470,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,(tỷ giá Đô la Mỹ),22470,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,"USD,50-100",22694,22714,22909,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,(tỷ giá Đô la Mỹ),22694,22714,22909,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,JPY,204.15,204.16,213.16,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,(tỷ giá đồng Yên Nhật),204.15,204.16,213.16,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,AUD,16030,16254,16856,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,(tỷ giá Đô Úc),16030,16254,16856,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,CAD,17613,17823,18425,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,(tỷ giá Đô Canada),17613,17823,18425,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,GBP,30693,30946,31851,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,(tỷ giá Bảng Anh),30693,30946,31851,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,CHF,24474,24738,25341,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,(tỷ giá Franc Thụy Sĩ),24474,24738,25341,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,SGD,16484,16574,17176,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,(tỷ giá Đô Singapore),16484,16574,17176,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,EUR,26277,26490,27493,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,(tỷ giá Euro),26277,26490,27493,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,CNY,-,3462,3592,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,(tỷ giá Nhân dân tệ Trung Quốc),-,3462,3592,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,HKD,-,2799,2999,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,(tỷ giá Đô Hồng Kông),-,2799,2999,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,THB,664,671,721,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,(tỷ giá Bat Thái Lan),664,671,721,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,MYR,-,5339,5493,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,(tỷ giá tiền Malaysia),-,5339,5493,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,KRW,-,,23.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,( tỷ giá Won Korean),-,,23.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,,23165,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,TỶ GIÁ SÀN/TRẦN USDVND,TỶ GIÁ SÀN/TRẦN USDVND,22470,23860,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,Tỷ giá kỳ hạn USD,,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,Kỳ hạn (ngày),,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,3,,22714,22916,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,7,,22715,22925,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,30,,22719,22980,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,90,,22728,23121,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,180,,22742,23333,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,360,,22771,23768,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,,Tham chiếu,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,Tỷ giá vàng,5610000,,5742000,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,24-Aug-21,3 tháng,6 tháng,12 tháng,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,LIBOR USD (%năm):,0.12838,0.15263,0.23663,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,LIBOR EUR (%năm):,-0.55843,-0.54629,-0.50314,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210824.csv,24/08/2021,Tỷ giá được cập nhật lúc 24/08/2021 02:09 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 24/08/2021 02:09 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 24/08/2021 02:09 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 24/08/2021 02:09 PM và chỉ mang tính chất tham khảo.,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,Loại tiền,Tỷ giá mua,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,,Tiền mặt/séc,Chuyển khoản,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,"USD, (1,2)",22456,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,(tỷ giá Đô la Mỹ),22456,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,"USD, (5,10,20)",22456,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,(tỷ giá Đô la Mỹ),22456,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,"USD,50-100",22675,22695,22890,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,(tỷ giá Đô la Mỹ),22675,22695,22890,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,JPY,204.18,204.20,213.22,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,(tỷ giá đồng Yên Nhật),204.18,204.20,213.22,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,AUD,16055,16279,16881,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,(tỷ giá Đô Úc),16055,16279,16881,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,CAD,17613,17824,18425,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,(tỷ giá Đô Canada),17613,17824,18425,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,GBP,30626,30879,31782,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,(tỷ giá Bảng Anh),30626,30879,31782,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,CHF,24432,24695,25298,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,(tỷ giá Franc Thụy Sĩ),24432,24695,25298,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,SGD,16505,16597,17199,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,(tỷ giá Đô Singapore),16505,16597,17199,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,EUR,26251,26464,27466,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,(tỷ giá Euro),26251,26464,27466,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,CNY,-,3460,3591,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,(tỷ giá Nhân dân tệ Trung Quốc),-,3460,3591,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,HKD,-,2798,2998,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,(tỷ giá Đô Hồng Kông),-,2798,2998,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,THB,668,676,726,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,(tỷ giá Bat Thái Lan),668,676,726,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,MYR,-,5339,5492,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,(tỷ giá tiền Malaysia),-,5339,5492,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,KRW,-,,23.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,( tỷ giá Won Korean),-,,23.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,,23151,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,TỶ GIÁ SÀN/TRẦN USDVND,TỶ GIÁ SÀN/TRẦN USDVND,22456,23846,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,Tỷ giá kỳ hạn USD,,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,Kỳ hạn (ngày),,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,3,,22695,22897,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,7,,22696,22906,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,30,,22700,22961,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,90,,22709,23102,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,180,,22723,23313,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,360,,22752,23748,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,,Tham chiếu,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,Tỷ giá vàng,5620000,,5752000,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,25-Aug-21,3 tháng,6 tháng,12 tháng,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,LIBOR USD (%năm):,0.12925,0.153,0.23700,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,LIBOR EUR (%năm):,-0.56114,-0.54643,-0.50071,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210825.csv,25/08/2021,Tỷ giá được cập nhật lúc 25/08/2021 02:57 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 25/08/2021 02:57 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 25/08/2021 02:57 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 25/08/2021 02:57 PM và chỉ mang tính chất tham khảo.,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,Loại tiền,Tỷ giá mua,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,,Tiền mặt/séc,Chuyển khoản,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,"USD, (1,2)",22449,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,(tỷ giá Đô la Mỹ),22449,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,"USD, (5,10,20)",22449,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,(tỷ giá Đô la Mỹ),22449,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,"USD,50-100",22658,22678,22873,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,(tỷ giá Đô la Mỹ),22658,22678,22873,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,JPY,203.20,203.20,212.22,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,(tỷ giá đồng Yên Nhật),203.20,203.20,212.22,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,AUD,16054,16278,16880,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,(tỷ giá Đô Úc),16054,16278,16880,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,CAD,17600,17811,18412,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,(tỷ giá Đô Canada),17600,17811,18412,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,GBP,30651,30904,31806,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,(tỷ giá Bảng Anh),30651,30904,31806,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,CHF,24337,24598,25201,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,(tỷ giá Franc Thụy Sĩ),24337,24598,25201,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,SGD,16502,16594,17195,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,(tỷ giá Đô Singapore),16502,16594,17195,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,EUR,26285,26498,27498,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,(tỷ giá Euro),26285,26498,27498,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,CNY,-,3453,3583,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,(tỷ giá Nhân dân tệ Trung Quốc),-,3453,3583,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,HKD,-,2796,2996,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,(tỷ giá Đô Hồng Kông),-,2796,2996,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,THB,668,676,726,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,(tỷ giá Bat Thái Lan),668,676,726,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,MYR,-,5363,5516,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,(tỷ giá tiền Malaysia),-,5363,5516,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,KRW,-,,23.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,( tỷ giá Won Korean),-,,23.00,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,TỶ GIÁ TRUNG TÂM NHNN CÔNG BỐ,,23143,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,TỶ GIÁ SÀN/TRẦN USDVND,TỶ GIÁ SÀN/TRẦN USDVND,22449,23837,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,Tỷ giá kỳ hạn USD,,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,Kỳ hạn (ngày),,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,3,,22678,22880,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,7,,22679,22889,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,30,,22683,22943,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,90,,22692,23084,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,180,,22706,23296,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,360,,22735,23731,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,,Tham chiếu,Tham chiếu,Tham chiếu,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,Tỷ giá vàng,5620000,,5752000,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,26-Aug-21,3 tháng,6 tháng,12 tháng,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,LIBOR USD (%năm):,0.12175,0.158,0.23688,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,LIBOR EUR (%năm):,-0.56143,-0.54771,-0.502,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210826.csv,26/08/2021,Tỷ giá được cập nhật lúc 26/08/2021 03:01 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 26/08/2021 03:01 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 26/08/2021 03:01 PM và chỉ mang tính chất tham khảo.,Tỷ giá được cập nhật lúc 26/08/2021 03:01 PM và chỉ mang tính chất tham khảo.,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210827.csv,27/08/2021,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,TỶ GIÁ HỐI ĐOÁI,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210827.csv,27/08/2021,,,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210827.csv,27/08/2021,Loại tiền,Tỷ giá mua,Tỷ giá mua,Tỷ giá bán,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210827.csv,27/08/2021,,Tiền mặt/séc,Chuyển khoản,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210827.csv,27/08/2021,"USD, (1,2)",22448,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210827.csv,27/08/2021,(tỷ giá Đô la Mỹ),22448,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210827.csv,27/08/2021,"USD, (5,10,20)",22448,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210827.csv,27/08/2021,(tỷ giá Đô la Mỹ),22448,,,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210827.csv,27/08/2021,"USD,50-100",22673,22693,22888,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210827.csv,27/08/2021,(tỷ giá Đô la Mỹ),22673,22693,22888,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210827.csv,27/08/2021,JPY,203.57,203.58,212.58,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210827.csv,27/08/2021,(tỷ giá đồng Yên Nhật),203.57,203.58,212.58,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210827.csv,27/08/2021,AUD,16056,16279,16882,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210827.csv,27/08/2021,(tỷ giá Đô Úc),16056,16279,16882,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210827.csv,27/08/2021,CAD,17540,17748,18351,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210827.csv,27/08/2021,(tỷ giá Đô Canada),17540,17748,18351,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210827.csv,27/08/2021,GBP,30613,30865,31767,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210827.csv,27/08/2021,(tỷ giá Bảng Anh),30613,30865,31767,,
C:\Users\vuongns\Downloads\test_tcb\tcb20210827.csv,27/08/2021,CHF,24350,24611,25214,,
